time_s,arduino_timestamp_ms,tacho_rpm,imu_x_g,imu_y_g,imu_z_g
1626701244.7100828,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701245.722087,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701246.7342086,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701247.7462845,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701248.7580242,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701249.769608,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701250.7816417,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701251.7934647,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701252.805485,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701253.817353,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701254.8292146,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701255.8409305,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701256.852878,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701257.8651702,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701258.8773286,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701259.8890076,0.000000,0.000000,0.000000,0.000000,0.000000,
